time,P,G(i),H_sun,T2m,WS10m,Int
20200119:1510,752.35,187.42,6.0,5.56,2.9,0.0
20200119:1610,0.0,0.0,0.0,4.67,2.83,0.0
20200119:1710,0.0,0.0,0.0,4.02,2.48,0.0
20200119:1810,0.0,0.0,0.0,3.4,2.34,0.0
20200119:1910,0.0,0.0,0.0,2.62,2.07,0.0
20200119:2010,0.0,0.0,0.0,2.02,2.14,0.0
20200119:2110,0.0,0.0,0.0,1.53,2.14,0.0
20200119:2210,0.0,0.0,0.0,1.29,1.93,0.0
20200119:2310,0.0,0.0,0.0,1.25,1.86,0.0
20200120:0010,0.0,0.0,0.0,1.13,1.72,0.0
20200120:0110,0.0,0.0,0.0,0.95,1.24,0.0
20200120:0210,0.0,0.0,0.0,0.62,1.31,0.0
20200120:0310,0.0,0.0,0.0,0.38,1.52,0.0
20200120:0410,0.0,0.0,0.0,0.66,1.31,0.0
20200120:0510,0.0,0.0,0.0,0.52,1.24,0.0
20200120:0610,0.0,0.0,0.0,0.84,0.9,0.0
20200120:0710,0.0,0.0,0.0,0.61,0.76,0.0
20200120:0810,47.45,21.86,4.39,1.3,0.28,0.0
20200120:0910,144.8,47.28,10.91,2.03,0.34,0.0
20200120:1010,189.95,58.41,15.72,3.01,0.41,0.0
20200120:1110,196.95,60.26,18.42,3.9,0.76,0.0
20200120:1210,78.05,30.59,18.73,4.38,0.55,0.0
20200120:1310,270.6,77.88,16.64,4.75,0.69,0.0
20200120:1410,333.9,92.19,12.34,4.86,0.76,0.0
20200120:1510,545.45,141.0,6.22,4.75,0.69,0.0
20200120:1610,0.0,0.0,0.0,4.4,0.55,0.0
20200120:1710,0.0,0.0,0.0,3.58,1.17,0.0
20200120:1810,0.0,0.0,0.0,2.74,1.31,0.0
20200120:1910,0.0,0.0,0.0,2.32,1.31,0.0
20200120:2010,0.0,0.0,0.0,1.94,1.38,0.0
20200120:2110,0.0,0.0,0.0,1.2,1.45,0.0
20200120:2210,0.0,0.0,0.0,0.73,1.31,0.0
20200120:2310,0.0,0.0,0.0,0.71,1.24,0.0
20200121:0010,0.0,0.0,0.0,0.42,1.17,0.0
20200121:0110,0.0,0.0,0.0,0.16,1.1,0.0
20200121:0210,0.0,0.0,0.0,-0.48,1.24,0.0
20200121:0310,0.0,0.0,0.0,-1.33,1.03,0.0
20200121:0410,0.0,0.0,0.0,-1.93,0.9,0.0
20200121:0510,0.0,0.0,0.0,-2.35,0.97,0.0
20200121:0610,0.0,0.0,0.0,-2.82,1.24,0.0
20200121:0710,0.0,0.0,0.0,-2.57,1.1,0.0
20200121:0810,45.45,20.99,4.54,-2.69,0.97,0.0
20200121:0910,1914.85,438.34,11.08,-1.34,0.69,0.0
20200121:1010,2686.9,624.78,15.91,0.67,0.69,0.0
20200121:1110,3092.85,731.7,18.63,1.99,0.69,0.0
20200121:1210,2893.55,684.24,18.96,2.98,0.69,0.0
20200121:1310,2713.55,640.7,16.87,3.65,0.69,0.0
20200121:1410,2202.25,516.63,12.57,3.81,0.69,0.0
20200121:1510,1311.4,314.55,6.44,3.49,0.48,0.0
20200121:1610,0.0,0.0,0.0,2.86,0.21,0.0
20200121:1710,0.0,0.0,0.0,2.15,0.48,0.0
20200121:1810,0.0,0.0,0.0,0.72,1.03,0.0
20200121:1910,0.0,0.0,0.0,0.16,0.97,0.0
20200121:2010,0.0,0.0,0.0,-0.03,0.69,0.0
20200121:2110,0.0,0.0,0.0,-0.8,0.97,0.0
20200121:2210,0.0,0.0,0.0,-1.24,0.83,0.0
20200121:2310,0.0,0.0,0.0,-1.46,0.34,0.0
20200122:0010,0.0,0.0,0.0,-1.94,0.48,0.0
20200122:0110,0.0,0.0,0.0,-2.86,1.03,0.0
20200122:0210,0.0,0.0,0.0,-2.32,1.24,0.0
20200122:0310,0.0,0.0,0.0,-2.09,0.41,0.0
20200122:0410,0.0,0.0,0.0,-2.05,0.0,0.0
20200122:0510,0.0,0.0,0.0,-2.1,0.48,0.0
20200122:0610,0.0,0.0,0.0,-2.12,1.1,0.0
20200122:0710,0.0,0.0,0.0,-2.38,0.69,0.0
20200122:0810,45.35,20.99,4.7,-2.22,1.24,0.0
20200122:0910,743.8,178.56,11.26,-1.8,0.69,0.0
20200122:1010,464.9,119.13,16.11,-1.0,0.55,0.0
20200122:1110,567.95,142.37,18.85,0.06,0.62,0.0
20200122:1210,1088.25,256.43,19.19,0.89,0.28,0.0
20200122:1310,592.4,148.41,17.1,1.3,0.14,0.0
20200122:1410,397.6,105.36,12.8,1.68,0.34,0.0
20200122:1510,608.3,152.96,6.67,1.52,0.76,0.0
20200122:1610,0.0,0.0,0.0,1.13,0.83,0.0
20200122:1710,0.0,0.0,0.0,0.96,0.69,0.0
20200122:1810,0.0,0.0,0.0,0.92,0.76,0.0
20200122:1910,0.0,0.0,0.0,1.16,0.97,0.0
20200122:2010,0.0,0.0,0.0,1.4,1.17,0.0
20200122:2110,0.0,0.0,0.0,1.53,1.52,0.0
20200122:2210,0.0,0.0,0.0,1.75,1.66,0.0
20200122:2310,0.0,0.0,0.0,1.89,1.72,0.0
20200123:0010,0.0,0.0,0.0,1.99,1.66,0.0
20200123:0110,0.0,0.0,0.0,2.04,1.59,0.0
20200123:0210,0.0,0.0,0.0,1.84,1.52,0.0
20200123:0310,0.0,0.0,0.0,1.66,1.45,0.0
20200123:0410,0.0,0.0,0.0,1.61,1.52,0.0
20200123:0510,0.0,0.0,0.0,1.55,1.72,0.0
20200123:0610,0.0,0.0,0.0,1.38,2.07,0.0
20200123:0710,0.0,0.0,0.0,1.71,2.14,0.0
20200123:0810,50.45,22.74,4.86,1.85,2.07,0.0
20200123:0910,144.7,47.28,11.45,2.52,2.14,0.0
20200123:1010,163.05,51.92,16.32,3.38,2.21,0.0
20200123:1110,151.0,49.14,19.07,4.16,2.0,0.0
20200123:1210,128.2,43.57,19.42,4.69,1.93,0.0
20200123:1310,124.45,42.65,17.34,4.87,2.0,0.0
20200123:1410,106.15,38.01,13.04,4.97,2.21,0.0
20200123:1510,110.4,39.09,6.91,4.92,2.21,0.0
20200123:1610,0.0,0.0,0.0,4.3,2.0,0.0
20200123:1710,0.0,0.0,0.0,3.8,2.14,0.0
20200123:1810,0.0,0.0,0.0,3.35,2.21,0.0
20200123:1910,0.0,0.0,0.0,2.07,1.66,0.0
20200123:2010,0.0,0.0,0.0,1.31,1.52,0.0
20200123:2110,0.0,0.0,0.0,0.94,1.17,0.0
20200123:2210,0.0,0.0,0.0,-0.07,1.1,0.0
20200123:2310,0.0,0.0,0.0,-0.43,1.1,0.0
20200124:0010,0.0,0.0,0.0,-1.16,1.31,0.0
20200124:0110,0.0,0.0,0.0,-1.5,1.45,0.0
20200124:0210,0.0,0.0,0.0,-1.75,1.38,0.0
20200124:0310,0.0,0.0,0.0,-1.92,1.45,0.0
20200124:0410,0.0,0.0,0.0,-1.99,1.52,0.0
20200124:0510,0.0,0.0,0.0,-2.14,1.59,0.0
20200124:0610,0.0,0.0,0.0,-2.13,1.66,0.0
20200124:0710,0.0,0.0,0.0,-1.98,1.86,0.0
20200124:0810,48.35,21.86,5.04,-1.8,1.72,0.0
20200124:0910,131.5,43.57,11.64,-0.35,1.45,0.0
20200124:1010,149.4,48.21,16.53,1.07,0.97,0.0
20200124:1110,175.3,54.7,19.3,2.19,0.69,0.0
20200124:1210,140.35,46.36,19.66,3.02,0.55,0.0
20200124:1310,128.7,43.57,17.59,3.71,0.69,0.0
20200124:1410,106.55,38.01,13.29,4.07,0.9,0.0
20200124:1510,71.4,28.74,7.15,3.9,0.76,0.0
20200124:1610,0.0,0.0,0.0,2.91,0.83,0.0
20200124:1710,0.0,0.0,0.0,2.53,0.76,0.0
20200124:1810,0.0,0.0,0.0,1.57,0.9,0.0
20200124:1910,0.0,0.0,0.0,0.12,0.41,0.0
20200124:2010,0.0,0.0,0.0,-0.12,0.21,0.0
20200124:2110,0.0,0.0,0.0,-0.66,0.83,0.0
20200124:2210,0.0,0.0,0.0,-2.16,1.31,0.0
20200124:2310,0.0,0.0,0.0,-2.07,1.31,0.0
20200125:0010,0.0,0.0,0.0,-1.78,1.31,0.0
20200125:0110,0.0,0.0,0.0,-2.11,1.45,0.0
20200125:0210,0.0,0.0,0.0,-0.93,1.31,0.0
20200125:0310,0.0,0.0,0.0,-0.54,1.52,0.0
20200125:0410,0.0,0.0,0.0,-0.12,1.59,0.0
20200125:0510,0.0,0.0,0.0,0.25,1.59,0.0
20200125:0610,0.0,0.0,0.0,0.41,1.52,0.0
20200125:0710,0.0,0.0,0.0,0.73,1.24,0.0
20200125:0810,60.05,25.36,5.21,0.98,1.31,0.0
20200125:0910,126.3,42.65,11.84,1.8,1.24,0.0
20200125:1010,209.8,63.04,16.75,3.04,1.79,0.0
20200125:1110,178.05,55.63,19.53,3.78,2.21,0.0
20200125:1210,151.05,49.14,19.91,4.18,2.34,0.0
20200125:1310,143.15,47.28,17.84,4.64,2.21,0.0
20200125:1410,64.25,26.89,13.54,5.08,2.07,0.0
20200125:1510,3.75,7.42,7.39,5.13,1.38,0.0
20200125:1610,0.0,0.0,0.0,4.63,0.9,0.0
20200125:1710,0.0,0.0,0.0,3.87,1.17,0.0
20200125:1810,0.0,0.0,0.0,3.28,1.66,0.0
20200125:1910,0.0,0.0,0.0,2.7,1.66,0.0
20200125:2010,0.0,0.0,0.0,2.21,1.79,0.0
20200125:2110,0.0,0.0,0.0,1.69,2.0,0.0
20200125:2210,0.0,0.0,0.0,1.36,2.14,0.0
20200125:2310,0.0,0.0,0.0,1.4,2.21,0.0
20200126:0010,0.0,0.0,0.0,1.18,2.41,0.0
20200126:0110,0.0,0.0,0.0,1.32,2.48,0.0
20200126:0210,0.0,0.0,0.0,1.59,2.55,0.0
20200126:0310,0.0,0.0,0.0,1.95,2.62,0.0
20200126:0410,0.0,0.0,0.0,2.16,2.83,0.0
20200126:0510,0.0,0.0,0.0,2.28,3.03,0.0
20200126:0610,0.0,0.0,0.0,2.51,3.1,0.0
20200126:0710,0.0,0.0,0.0,3.39,3.24,0.0
20200126:0810,62.45,26.23,5.4,3.54,3.24,0.0
20200126:0910,655.75,162.86,12.04,4.34,3.03,0.0
20200126:1010,1394.8,324.69,16.97,5.46,4.0,0.0
20200126:1110,3017.15,704.58,19.78,6.89,3.52,0.0
20200126:1210,2955.65,693.78,20.16,8.12,3.52,0.0
20200126:1310,2665.65,625.97,18.1,9.12,3.59,0.0
20200126:1410,1987.75,467.69,13.79,9.63,3.52,0.0
20200126:1510,427.45,115.6,7.63,9.31,3.03,0.0
20200126:1610,0.0,0.0,0.0,8.43,3.24,0.0
20200126:1710,0.0,0.0,0.0,7.79,3.59,0.0
20200126:1810,0.0,0.0,0.0,7.54,4.0,0.0
20200126:1910,0.0,0.0,0.0,6.98,4.21,0.0
20200126:2010,0.0,0.0,0.0,7.07,4.41,0.0
20200126:2110,0.0,0.0,0.0,7.01,4.55,0.0
20200126:2210,0.0,0.0,0.0,6.92,4.69,0.0
20200126:2310,0.0,0.0,0.0,6.86,4.9,0.0
20200127:0010,0.0,0.0,0.0,6.98,5.17,0.0
20200127:0110,0.0,0.0,0.0,6.88,5.59,0.0
20200127:0210,0.0,0.0,0.0,6.74,5.79,0.0
20200127:0310,0.0,0.0,0.0,6.72,6.14,0.0
20200127:0410,0.0,0.0,0.0,6.72,6.14,0.0
20200127:0510,0.0,0.0,0.0,6.76,5.93,0.0
20200127:0610,0.0,0.0,0.0,6.66,5.72,0.0
20200127:0710,0.0,0.0,0.0,7.7,5.1,0.0
20200127:0810,37.1,19.24,5.59,7.8,4.9,0.0
20200127:0910,304.35,86.15,12.25,7.84,5.03,0.0
20200127:1010,279.7,80.66,17.2,7.8,5.03,0.0
20200127:1110,331.25,92.71,20.02,7.95,4.9,0.0
20200127:1210,622.25,158.09,20.42,7.91,4.62,0.0
20200127:1310,279.7,80.66,18.36,7.72,4.55,0.0
20200127:1410,217.0,65.82,14.04,7.76,4.55,0.0
20200127:1510,496.2,130.18,7.88,7.62,4.48,0.0
20200127:1610,0.0,0.0,0.0,7.55,4.62,0.0
20200127:1710,0.0,0.0,0.0,7.25,4.55,0.0
20200127:1810,0.0,0.0,0.0,7.15,4.62,0.0
20200127:1910,0.0,0.0,0.0,6.96,4.62,0.0
20200127:2010,0.0,0.0,0.0,6.77,4.9,0.0
20200127:2110,0.0,0.0,0.0,6.87,6.21,0.0
20200127:2210,0.0,0.0,0.0,7.17,7.52,0.0
20200127:2310,0.0,0.0,0.0,7.17,7.93,0.0
20200128:0010,0.0,0.0,0.0,6.69,6.41,0.0
20200128:0110,0.0,0.0,0.0,6.47,6.0,0.0
20200128:0210,0.0,0.0,0.0,6.38,6.07,0.0
20200128:0310,0.0,0.0,0.0,6.19,5.72,0.0
20200128:0410,0.0,0.0,0.0,6.13,5.79,0.0
20200128:0510,0.0,0.0,0.0,5.98,5.72,0.0
20200128:0610,0.0,0.0,0.0,5.8,6.14,0.0
20200128:0710,0.0,0.0,0.0,4.3,7.17,0.0
20200128:0810,1067.3,257.17,5.79,4.28,8.0,0.0
20200128:0910,190.0,58.41,12.47,4.02,7.72,0.0
20200128:1010,248.95,72.31,17.44,4.2,7.79,0.0
20200128:1110,2800.05,634.7,20.28,4.61,6.41,0.0
20200128:1210,2391.05,542.53,20.69,5.16,6.69,0.0
20200128:1310,135.65,45.43,18.62,5.13,6.76,0.0
20200128:1410,478.3,123.89,14.31,4.81,6.55,0.0
20200128:1510,1473.65,343.5,8.13,4.34,6.69,0.0
20200128:1610,0.0,0.0,0.0,4.12,6.14,0.0
20200128:1710,0.0,0.0,0.0,3.64,5.52,0.0
20200128:1810,0.0,0.0,0.0,3.38,5.66,0.0
20200128:1910,0.0,0.0,0.0,3.45,5.52,0.0
20200128:2010,0.0,0.0,0.0,3.36,5.38,0.0
20200128:2110,0.0,0.0,0.0,3.29,5.24,0.0
20200128:2210,0.0,0.0,0.0,2.8,5.24,0.0
20200128:2310,0.0,0.0,0.0,2.4,4.9,0.0
20200129:0010,0.0,0.0,0.0,2.23,4.69,0.0
20200129:0110,0.0,0.0,0.0,2.1,4.76,0.0
20200129:0210,0.0,0.0,0.0,2.29,4.9,0.0
20200129:0310,0.0,0.0,0.0,2.32,4.97,0.0
20200129:0410,0.0,0.0,0.0,2.26,4.9,0.0
20200129:0510,0.0,0.0,0.0,2.19,4.83,0.0
20200129:0610,0.0,0.0,0.0,1.99,4.83,0.0
20200129:0710,0.0,0.0,0.0,2.12,4.97,0.0
20200129:0810,170.5,53.7,5.99,2.2,4.97,0.0
20200129:0910,2134.05,483.9,12.69,2.71,5.03,0.0
20200129:1010,2514.15,569.7,17.68,3.77,5.31,0.0
20200129:1110,448.45,117.64,20.54,4.57,6.48,0.0
20200129:1210,352.15,96.42,20.95,5.36,7.03,0.0
20200129:1310,67.5,27.81,18.89,5.63,6.28,0.0
20200129:1410,2569.75,588.49,14.57,5.99,5.59,0.0
20200129:1510,448.1,118.29,8.39,5.79,4.76,0.0
20200129:1610,0.0,0.0,0.0,5.29,4.28,0.0
20200129:1710,0.0,0.0,0.0,4.61,3.86,0.0
20200129:1810,0.0,0.0,0.0,4.22,3.72,0.0
20200129:1910,0.0,0.0,0.0,4.07,3.52,0.0
20200129:2010,0.0,0.0,0.0,4.3,3.79,0.0
20200129:2110,0.0,0.0,0.0,4.88,4.21,0.0
20200129:2210,0.0,0.0,0.0,5.16,4.62,0.0
20200129:2310,0.0,0.0,0.0,5.13,4.97,0.0
20200130:0010,0.0,0.0,0.0,5.27,5.1,0.0
20200130:0110,0.0,0.0,0.0,5.38,5.1,0.0
20200130:0210,0.0,0.0,0.0,5.48,5.03,0.0
20200130:0310,0.0,0.0,0.0,5.34,4.97,0.0
20200130:0410,0.0,0.0,0.0,5.06,4.83,0.0
20200130:0510,0.0,0.0,0.0,4.6,4.62,0.0
20200130:0610,0.0,0.0,0.0,4.33,4.55,0.0
20200130:0710,0.0,0.0,0.0,4.17,4.28,0.0
20200130:0810,934.15,228.41,6.2,4.32,4.34,0.0
20200130:0910,1372.2,320.04,12.92,5.59,4.69,0.0
20200130:1010,1712.0,397.78,17.93,6.95,4.0,0.0
20200130:1110,1138.9,272.28,20.8,8.48,4.62,0.0
20200130:1210,1337.35,317.6,21.23,9.65,4.9,0.0
20200130:1310,1043.1,252.77,19.17,10.16,4.62,0.0
20200130:1410,521.1,136.28,14.84,10.28,6.34,0.0
20200130:1510,7.8,9.27,8.65,9.8,6.62,0.0
20200130:1610,0.0,0.0,0.0,9.14,6.28,0.0
20200130:1710,0.0,0.0,0.0,8.68,5.86,0.0
20200130:1810,0.0,0.0,0.0,8.76,5.72,0.0
20200130:1910,0.0,0.0,0.0,9.31,6.07,0.0
20200130:2010,0.0,0.0,0.0,10.55,6.62,0.0
20200130:2110,0.0,0.0,0.0,11.41,6.97,0.0
20200130:2210,0.0,0.0,0.0,11.67,6.9,0.0
20200130:2310,0.0,0.0,0.0,11.64,6.9,0.0
20200131:0010,0.0,0.0,0.0,11.53,6.9,0.0
20200131:0110,0.0,0.0,0.0,11.38,6.55,0.0
20200131:0210,0.0,0.0,0.0,11.14,6.14,0.0
20200131:0310,0.0,0.0,0.0,10.82,5.79,0.0
20200131:0410,0.0,0.0,0.0,10.46,5.45,0.0
20200131:0510,0.0,0.0,0.0,10.07,4.97,0.0
20200131:0610,0.0,0.0,0.0,9.65,4.76,0.0
20200131:0710,0.0,0.0,0.0,9.48,4.69,0.0
20200131:0810,140.2,47.52,6.41,9.34,4.69,0.0
20200131:0910,322.25,90.9,13.15,9.42,4.83,0.0
20200131:1010,373.6,102.96,18.18,9.55,5.1,0.0
20200131:1110,424.4,114.85,21.07,9.87,5.79,0.0
20200131:1210,544.9,142.34,21.51,10.26,5.17,0.0
20200131:1310,233.25,70.46,19.45,10.63,5.59,0.0
20200131:1410,103.1,38.01,15.11,10.89,5.24,0.0
20200131:1510,72.15,29.67,8.91,11.08,5.17,0.0
20200131:1610,0.0,0.0,0.0,10.91,4.97,0.0
20200131:1710,0.0,0.0,0.0,10.74,5.03,0.0
20200131:1810,0.0,0.0,0.0,10.71,5.24,0.0
20200131:1910,0.0,0.0,0.0,11.16,5.59,0.0
20200131:2010,0.0,0.0,0.0,11.11,5.66,0.0
20200131:2110,0.0,0.0,0.0,11.0,5.72,0.0
20200131:2210,0.0,0.0,0.0,11.03,5.86,0.0
20200131:2310,0.0,0.0,0.0,10.96,6.0,0.0
20200201:0010,0.0,0.0,0.0,10.71,6.0,0.0
20200201:0110,0.0,0.0,0.0,10.6,6.0,0.0
20200201:0210,0.0,0.0,0.0,10.6,5.93,0.0
20200201:0310,0.0,0.0,0.0,10.63,5.79,0.0
20200201:0410,0.0,0.0,0.0,10.47,5.59,0.0
20200201:0510,0.0,0.0,0.0,10.27,5.52,0.0
20200201:0610,0.0,0.0,0.0,10.39,5.17,0.0
20200201:0710,0.0,0.0,0.0,10.93,5.03,0.0
20200201:0810,55.8,25.03,6.63,10.96,4.69,0.0
20200201:0910,138.8,47.28,13.39,10.95,4.28,0.0
20200201:1010,322.4,91.74,18.44,10.99,4.14,0.0
20200201:1110,240.5,72.31,21.35,10.9,4.69,0.0
20200201:1210,555.7,145.01,21.79,10.71,5.66,0.0
20200201:1310,307.6,88.08,19.73,10.54,6.07,0.0
20200201:1410,338.4,95.21,15.39,10.88,5.66,0.0
20200201:1510,817.4,204.31,9.18,10.96,6.21,0.0
20200201:1610,0.0,0.0,0.0,10.35,6.48,0.0
20200201:1710,0.0,0.0,0.0,9.76,6.48,0.0
20200201:1810,0.0,0.0,0.0,9.31,6.41,0.0
20200201:1910,0.0,0.0,0.0,8.91,6.48,0.0
20200201:2010,0.0,0.0,0.0,8.45,5.93,0.0
20200201:2110,0.0,0.0,0.0,8.04,5.79,0.0
20200201:2210,0.0,0.0,0.0,7.72,5.93,0.0
20200201:2310,0.0,0.0,0.0,7.51,5.79,0.0
20200202:0010,0.0,0.0,0.0,7.34,5.79,0.0
20200202:0110,0.0,0.0,0.0,7.13,5.59,0.0
20200202:0210,0.0,0.0,0.0,6.85,5.31,0.0
20200202:0310,0.0,0.0,0.0,6.78,4.69,0.0
20200202:0410,0.0,0.0,0.0,6.56,4.07,0.0
20200202:0510,0.0,0.0,0.0,6.65,3.52,0.0
20200202:0610,0.0,0.0,0.0,6.75,2.97,0.0
20200202:0710,0.0,0.0,0.0,6.53,2.48,0.0
20200202:0810,116.85,41.19,6.86,7.25,2.69,0.0
20200202:0910,225.1,67.96,13.64,8.7,4.14,0.0
20200202:1010,210.55,64.9,18.71,10.36,5.86,0.0
20200202:1110,240.45,72.31,21.63,11.14,6.55,0.0
20200202:1210,420.85,114.76,22.08,11.61,6.97,0.0
20200202:1310,266.65,78.8,20.02,11.95,7.24,0.0
20200202:1410,712.55,179.82,15.67,11.81,7.72,0.0
20200202:1510,281.25,82.0,9.45,11.5,7.31,0.0
20200202:1610,0.0,0.0,0.0,10.99,6.48,0.0
20200202:1710,0.0,0.0,0.0,10.46,5.72,0.0
20200202:1810,0.0,0.0,0.0,10.15,5.52,0.0
20200202:1910,0.0,0.0,0.0,10.16,5.79,0.0
20200202:2010,0.0,0.0,0.0,9.94,5.59,0.0
20200202:2110,0.0,0.0,0.0,9.87,5.45,0.0
20200202:2210,0.0,0.0,0.0,9.79,5.45,0.0
20200202:2310,0.0,0.0,0.0,9.75,5.45,0.0
20200203:0010,0.0,0.0,0.0,9.9,5.79,0.0
20200203:0110,0.0,0.0,0.0,10.01,6.07,0.0
20200203:0210,0.0,0.0,0.0,9.92,6.21,0.0
20200203:0310,0.0,0.0,0.0,9.84,6.21,0.0
20200203:0410,0.0,0.0,0.0,9.66,6.28,0.0
20200203:0510,0.0,0.0,0.0,9.55,6.21,0.0
20200203:0610,0.0,0.0,0.0,9.11,6.21,0.0
20200203:0710,0.0,0.0,0.0,8.98,5.93,0.0
20200203:0810,715.9,182.04,7.09,8.87,5.93,0.0
20200203:0910,354.4,98.07,13.89,9.05,6.48,0.0
20200203:1010,1374.7,324.53,18.98,9.61,6.41,0.0
20200203:1110,1041.65,252.21,21.91,10.04,5.79,0.0
20200203:1210,555.8,144.9,22.37,10.55,6.62,0.0
20200203:1310,876.6,216.01,20.31,10.79,6.62,0.0
20200203:1410,1481.2,350.43,15.95,10.54,5.52,0.0
20200203:1510,202.55,62.79,9.72,9.88,5.52,0.0
20200203:1610,0.0,0.0,0.0,8.99,5.24,0.0
20200203:1710,0.0,0.0,0.0,8.38,4.48,0.0
20200203:1810,0.0,0.0,0.0,7.96,4.62,0.0
20200203:1910,0.0,0.0,0.0,8.22,4.0,0.0
20200203:2010,0.0,0.0,0.0,8.0,3.38,0.0
20200203:2110,0.0,0.0,0.0,7.6,3.31,0.0
20200203:2210,0.0,0.0,0.0,7.17,3.86,0.0
20200203:2310,0.0,0.0,0.0,6.52,4.97,0.0
20200204:0010,0.0,0.0,0.0,5.73,5.24,0.0
20200204:0110,0.0,0.0,0.0,5.08,4.69,0.0
20200204:0210,0.0,0.0,0.0,4.52,4.83,0.0
20200204:0310,0.0,0.0,0.0,3.98,4.83,0.0
20200204:0410,0.0,0.0,0.0,3.68,5.03,0.0
20200204:0510,0.0,0.0,0.0,3.5,5.24,0.0
20200204:0610,0.0,0.0,0.0,3.34,5.17,0.0
20200204:0710,0.0,0.0,0.0,3.13,5.1,0.0
20200204:0810,8.25,9.27,7.33,3.08,5.31,0.0
20200204:0910,144.55,47.28,14.15,3.09,5.1,0.0
20200204:1010,2218.9,504.72,19.26,3.94,4.76,0.0
20200204:1110,3050.3,699.71,22.2,4.85,4.83,0.0
20200204:1210,754.2,185.61,22.67,5.62,5.1,0.0
20200204:1310,1219.7,286.12,20.61,5.7,5.59,0.0
20200204:1410,139.1,46.36,16.24,5.46,5.17,0.0
20200204:1510,153.4,49.83,9.99,5.19,4.69,0.0
20200204:1610,0.0,0.0,0.0,4.67,4.41,0.0
20200204:1710,0.0,0.0,0.0,4.88,3.86,0.0
20200204:1810,0.0,0.0,0.0,4.93,3.17,0.0
20200204:1910,0.0,0.0,0.0,5.21,2.97,0.0
20200204:2010,0.0,0.0,0.0,4.83,2.69,0.0
20200204:2110,0.0,0.0,0.0,4.13,2.76,0.0
20200204:2210,0.0,0.0,0.0,3.58,2.69,0.0
20200204:2310,0.0,0.0,0.0,2.86,2.41,0.0
20200205:0010,0.0,0.0,0.0,2.39,2.14,0.0
20200205:0110,0.0,0.0,0.0,1.77,2.0,0.0
20200205:0210,0.0,0.0,0.0,1.18,1.93,0.0
20200205:0310,0.0,0.0,0.0,0.68,2.0,0.0
20200205:0410,0.0,0.0,0.0,0.32,1.93,0.0
20200205:0510,0.0,0.0,0.0,0.07,1.79,0.0
20200205:0610,0.0,0.0,0.0,-0.2,1.72,0.0
20200205:0710,0.0,0.0,0.0,0.31,1.38,0.0
20200205:0810,383.05,102.68,7.57,0.68,0.9,0.0
20200205:0910,1302.05,305.64,14.41,2.57,0.69,0.0
20200205:1010,1158.95,274.67,19.54,3.64,0.83,0.0
20200205:1110,2296.8,536.98,22.5,4.55,1.31,0.0
20200205:1210,1929.15,452.05,22.97,5.02,1.1,0.0
20200205:1310,2643.9,630.87,20.91,5.25,0.48,0.0
20200205:1410,2339.55,554.26,16.53,5.57,0.69,0.0
20200205:1510,1500.95,357.0,10.27,5.63,1.45,0.0
20200205:1610,8.1,9.27,2.6,5.15,1.52,0.0
20200205:1710,0.0,0.0,0.0,4.33,1.59,0.0
20200205:1810,0.0,0.0,0.0,3.67,1.52,0.0
20200205:1910,0.0,0.0,0.0,3.8,1.52,0.0
20200205:2010,0.0,0.0,0.0,3.7,1.66,0.0
20200205:2110,0.0,0.0,0.0,3.69,1.66,0.0
20200205:2210,0.0,0.0,0.0,3.71,1.52,0.0
20200205:2310,0.0,0.0,0.0,3.57,1.59,0.0
20200206:0010,0.0,0.0,0.0,3.37,1.72,0.0
20200206:0110,0.0,0.0,0.0,3.13,1.79,0.0
20200206:0210,0.0,0.0,0.0,2.88,1.79,0.0
20200206:0310,0.0,0.0,0.0,2.61,1.72,0.0
20200206:0410,0.0,0.0,0.0,2.29,1.59,0.0
20200206:0510,0.0,0.0,0.0,1.85,1.66,0.0
20200206:0610,0.0,0.0,0.0,1.46,1.86,0.0
20200206:0710,0.0,0.0,0.0,0.77,1.79,0.0
20200206:0810,1276.1,303.24,7.82,0.75,1.38,0.0
20200206:0910,2359.35,549.67,14.68,2.59,1.03,0.0
20200206:1010,2860.3,676.95,19.82,4.21,0.97,0.0
20200206:1110,2951.6,706.7,22.8,5.44,0.83,0.0
20200206:1210,2031.9,480.41,23.28,6.13,0.76,0.0
20200206:1310,600.9,153.82,21.21,6.49,0.62,0.0
20200206:1410,331.65,92.71,16.82,6.61,0.41,0.0
20200206:1510,495.65,130.09,10.55,6.44,0.28,0.0
20200206:1610,0.0,5.56,2.86,6.05,0.48,0.0
20200206:1710,0.0,0.0,0.0,5.17,0.55,0.0
20200206:1810,0.0,0.0,0.0,4.65,0.55,0.0
20200206:1910,0.0,0.0,0.0,1.98,1.38,0.0
20200206:2010,0.0,0.0,0.0,0.46,1.72,0.0
20200206:2110,0.0,0.0,0.0,-0.39,1.79,0.0
20200206:2210,0.0,0.0,0.0,-0.88,1.79,0.0
20200206:2310,0.0,0.0,0.0,-1.28,1.86,0.0
20200207:0010,0.0,0.0,0.0,-1.55,1.93,0.0
20200207:0110,0.0,0.0,0.0,-1.73,2.0,0.0
20200207:0210,0.0,0.0,0.0,-1.67,2.14,0.0
20200207:0310,0.0,0.0,0.0,-1.4,2.21,0.0
20200207:0410,0.0,0.0,0.0,-1.25,2.28,0.0
20200207:0510,0.0,0.0,0.0,-1.09,2.34,0.0
